country_txt,gname
United States,"Weather Underground, Weathermen"
United States,"Weather Underground, Weathermen"
United States,Black Nationalists
United States,Black Liberation Army
United States,Chicano Liberation Front
United States,"Weather Underground, Weathermen"
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United States,Ku Klux Klan
Cambodia,Unknown
Cambodia,Unknown
United States,White Extremists
United States,White Extremists
United States,Left-Wing Militants
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Official Irish Republican Army (OIRA)
United States,Left-Wing Militants
Lebanon,Unknown
Jordan,Black September
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Protestant Extremists
United Kingdom,Protestant Extremists
United Kingdom,Official Irish Republican Army (OIRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Jordan,Black September
Israel,Unknown
United Kingdom,Protestant Extremists
United Kingdom,Irish Republican Army (IRA)
United States,"Weather Underground, Weathermen"
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United States,Black Nationalists
Italy,Unknown
United States,Black Revolutionary Assault Team
United States,Black Revolutionary Assault Team
Iran,Unknown
West Germany (FRG),Baader-Meinhof Group
United States,"Weather Underground, Weathermen"
United States,"Weather Underground, Weathermen"
United States,Quartermoon Society
United States,Black Liberation Army
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,1st of May Group
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United States,Student Radicals
United Kingdom,Official Irish Republican Army (OIRA)
Jordan,Al-Fatah
United States,Black Liberation Army
United Kingdom,Ulster Volunteer Force (UVF)
Iran,Unknown
Turkey,Turkish People's Liberation Army
United States,Left-Wing Militants
United States,Unaffiliated Individual(s)
United States,"Weather Underground, Weathermen"
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United States,Jewish Defense League (JDL)
United States,Jewish Defense League (JDL)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Ireland,Saor Eire (Irish Republican Group)
United States,Students for a Democratic Society
United Kingdom,Irish Republican Army (IRA)
Spain,Catalan Liberation Front (FAC)
United States,"Weather Underground, Weathermen"
United Kingdom,Irish Republican Army (IRA)
United States,Black Liberation Army
Brazil,Unknown
Brazil,Unknown
Brazil,Unknown
Turkey,Unknown
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Jordan,Black September
United States,Left-Wing Militants
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Extremists
United States,White Extremists
United States,Sons of Liberty
United States,Unknown
United States,White Extremists
United States,White Extremists
United States,Left-Wing Militants
United States,Unknown
United States,Unknown
United Kingdom,Irish Republican Army (IRA)
West Germany (FRG),Unknown
Taiwan,Unknown
United States,Puerto Rican Liberation Front
Australia,Croatian Nationalists
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Egypt,Black September
United Kingdom,Irish Republican Army (IRA)
Spain,Basque Fatherland and Freedom (ETA)
West Germany (FRG),2nd of June Movement
United Kingdom,Irish Republican Army (IRA)
Iran,Unknown
United States,Left-Wing Militants
United Kingdom,Ulster Volunteer Force (UVF)
United Kingdom,Irish Republican Army (IRA)
United States,Jewish Armed Resistance
United Kingdom,Irish Republican Army (IRA)
United States,Jewish Armed Resistance
United States,Unknown
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Spain,Basque Fatherland and Freedom (ETA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Official Irish Republican Army (OIRA)
United Kingdom,Black September
Switzerland,Black September
United States,Sons of Liberty
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Ulster Volunteer Force (UVF)
United Kingdom,Irish Republican Army (IRA)
United States,Comrades in Arms
United Kingdom,Irish Republican Army (IRA)
United States,Puerto Rican Liberation Front
Turkey,Unknown
United Kingdom,Irish Republican Army (IRA)
Panama,Unknown
Philippines,Unknown
Kuwait,Popular Front for the Liberation of Palestine (PFLP)
Spain,Basque Fatherland and Freedom (ETA)
Argentina,Montoneros (Argentina)
United Kingdom,Irish Republican Army (IRA)
United States,Left-Wing Militants
United States,Secret Army Organization
United States,Left-Wing Militants
United States,Left-Wing Militants
United States,Left-Wing Militants
United States,Left-Wing Militants
United States,Left-Wing Militants
United States,Left-Wing Militants
United States,Left-Wing Militants
United States,Left-Wing Militants
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
West Bank and Gaza Strip,Unknown
Iran,Unknown
Iran,Unknown
Iran,Unknown
Turkey,Unknown
United States,Student Radicals
United States,Student Radicals
United Kingdom,Irish Republican Army (IRA)
Spain,Revolutionary Communist League (LCR) (Spain)
United Kingdom,Irish Republican Army (IRA)
United States,Unknown
Austria,Croatian Nationalists
Czechoslovakia,Croatian Nationalists
United States,Jewish Defense League (JDL)
United States,Jewish Defense League (JDL)
United States,Jewish Defense League (JDL)
United Kingdom,Irish Republican Army (IRA)
United States,Black Liberation Army
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United States,Student Radicals
United States,White Extremists
United States,Jewish Defense League (JDL)
West Germany (FRG),2nd of June Movement
Ireland,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Brazil,Unknown
Netherlands,Black September
United Kingdom,Irish Republican Extremists
West Germany (FRG),Black September
United Kingdom,Red Hand Commandos
United Kingdom,Unknown
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United States,People's Liberation Army (United States)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Egypt,Jordanian National Liberation Movement
United Kingdom,Irish Republican Army (IRA)
West Germany (FRG),Black September
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Official Irish Republican Army (OIRA)
India,Palestinians
Spain,Catalan Liberation Front (FAC)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United States,Secret Cuban Government
United States,Secret Cuban Government
United States,Secret Cuban Government
United Kingdom,Irish Republican Army (IRA)
Spain,Catalan Liberation Front (FAC)
United Kingdom,Irish Republican Army (IRA)
Spain,Catalan Liberation Front (FAC)
Spain,Catalan Liberation Front (FAC)
Spain,Catalan Liberation Front (FAC)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Official Irish Republican Army (OIRA)
United Kingdom,Irish Republican Army (IRA)
United States,Jewish Armed Resistance
United Kingdom,Official Irish Republican Army (OIRA)
United Kingdom,Ulster Volunteer Force (UVF)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Extremists
United States,Black Liberation Army
Spain,Catalan Liberation Front (FAC)
Spain,Basque Fatherland and Freedom (ETA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Argentina,Ejercito Revolucionaria del Pueblo (ERP) (Argentina)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Turkey,Turkish People's Liberation Army
United Kingdom,Ulster Freedom Fighters (UFF)
Philippines,Unknown
Philippines,Unknown
United Kingdom,Irish Republican Army (IRA)
Sweden,Croatian Nationalists
United States,Young Cuba
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Canada,Unknown
Canada,Young Cuba
United States,Jewish Defense League (JDL)
United Kingdom,Irish Republican Army (IRA)
Argentina,Ejercito Revolucionaria del Pueblo (ERP) (Argentina)
United Kingdom,Official Irish Republican Army (OIRA)
West Germany (FRG),Unknown
West Germany (FRG),Unknown
Spain,Catalan Liberation Front (FAC)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Official Irish Republican Army (OIRA)
United Kingdom,Ulster Volunteer Force (UVF)
United Kingdom,Official Irish Republican Army (OIRA)
United Kingdom,Official Irish Republican Army (OIRA)
United States,Jewish Defense League (JDL)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Iran,Unknown
United Kingdom,Protestant Extremists
United Kingdom,Irish Republican Army (IRA)
West Germany (FRG),Unknown
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Spain,Basque Fatherland and Freedom (ETA)
Turkey,Unknown
Turkey,Unknown
Spain,Catalan Liberation Front (FAC)
Sweden,Unknown
Turkey,Unknown
Turkey,Turkish Leftists
Turkey,Unknown
West Germany (FRG),Unknown
United Kingdom,Protestant Extremists
Italy,Unaffiliated Individual(s)
Turkey,Unknown
Austria,Black September
United States,Unknown
United States,Left-Wing Militants
West Germany (FRG),Baader-Meinhof Group
United Kingdom,Irish Republican Army (IRA)
Argentina,Comite Argentino de Lucha Anti-Imperialisto
Argentina,Comite Argentino de Lucha Anti-Imperialisto
Argentina,Comite Argentino de Lucha Anti-Imperialisto
Argentina,Comite Argentino de Lucha Anti-Imperialisto
West Germany (FRG),Baader-Meinhof Group
United Kingdom,Protestant Extremists
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Protestant Extremists
United Kingdom,Protestant Extremists
United Kingdom,Protestant Extremists
West Germany (FRG),Baader-Meinhof Group
United Kingdom,Irish Republican Army (IRA)
United States,Left-Wing Militants
United States,Left-Wing Militants
United Kingdom,Ulster Freedom Fighters (UFF)
United Kingdom,Irish Republican Army (IRA)
Spain,Catalan Liberation Front (FAC)
Spain,Catalan Liberation Front (FAC)
West Germany (FRG),Baader-Meinhof Group
United States,"Weather Underground, Weathermen"
United Kingdom,Irish Republican Army (IRA)
United States,Chicano Liberation Front
United Kingdom,Irish Republican Army (IRA)
United States,Puerto Rican Nationalists
United States,Jewish Defense League (JDL)
United Kingdom,Official Irish Republican Army (OIRA)
United Kingdom,Protestant Extremists
United Kingdom,Irish Republican Army (IRA)
